id,class,abstract
3609,U,Four people are stabbed
3610,D,Susannah Mushatt Jones
3611,D,CBS cancels CSI: Cyber
3612,D,The Department of Education and Department of Justice advise public school districts across the country to allow transgender students to use bathrooms that match their gender identity
3613,D,Michael Strahan makes his final appearance as co-host on Live! with Kelly and Michael.
3614,U,The Angry Birds Movie is released in theaters.
3615,U,An audit by the State Department Inspector General finds that Hillary Clinton violated directives from the department in her use of a private email server for government business during her time as Secretary of State. The Inspector General says that Clinton did not request approval to use the private server
3616,U,President Obama becomes the first U.S. president to visit Hiroshima
3617,U,A P-47 Thunderbolt crashes in the Hudson River
3618,U,Major flooding occurs in Texas and Oklahoma.
3619,U,A gunman opens fire at the University of California
3620,D,American boxing legend and conscientious objector Muhammad Ali dies of septic shock at a hospital in Scottsdale
3621,D,The final major state primaries are held for the 2016 presidential election
3622,D,President Barack Obama formally endorses Hillary Clinton for the Democratic presidential nomination.
3623,D,22-year-old singer–songwriter Christina Grimmie is shot dead while signing autographs at a concert venue in Orlando
3624,D,Lightning Rod
3625,D,Pixar Animation Studios' 17th feature film
3626,D,At least 23 people are killed after a huge flood hits areas of West Virginia.
3627,D,In a 5
3628,U,Pat Summitt the all-time winningest women's basketball coach in NCAA history dies of dementia at the age of 64
3629,U,The U.S. military officially lifts its ban on transgender people serving openly in the armed forces.
3630,U,Attorney General Loretta Lynch announces that she will leave it up to the FBI to decide whether to bring charges against Hillary Clinton for her use of a private email server as Secretary of State.
3631,U,Vermont's GMO labeling law goes into effect—the first in the U.S.
3632,D,Gypsy Rose Blanchard pleads guilty of the murder of her mother Dee Dee Blanchard who had abused her for many years
3633,D,Multiple cellphone video recordings capture the police shooting of Alton Sterling
3634,U,After FBI Director James Comey recommends against indicting Hillary Clinton
3635,U,A police officer shoots and kills 32-year-old Philando Castile during a routine traffic stop in Falcon Heights
3636,U,During a Black Lives Matter protest in Dallas
3637,U,Despite the conclusions of the FBI and attorney general
3638,U,Hillary Clinton announces Virginia United States Senator Tim Kaine as her running mate for the Democrat ticket in the 2016 presidential election.
3639,D,A charter bus crashes on Highway 99 in Merced County
3640,U,A wildfire occurs in California
3641,U,Suicide Squad
3642,D,A power outage causes hundreds of Delta Air Lines flights to be delayed or cancelled.
3643,D,Police in Dallas
3644,D,The Blue Cut Fire occurs in California
3645,U,Barack Obama expands the Papahānaumokuākea Marine National Monument
3646,D,The US conducts its first commercial flight to Cuba in 50 years
3647,U,The Federal Bureau of Investigation arrests Israeli rabbi Aharon Goldberg and divorce mediator Shimen Liebowitz
3648,D,Ahmad Khan Rahami is identified as a suspect for the bombings in New York and New Jersey the previous two days. He is captured in a shootout.
3649,U,A state of emergency is declared in Charlotte
3650,D,A gunman opens fire at a mall in Burlington
3651,D,Presidential candidates Donald Trump and Hillary Clinton take part in their first live televised debate
3652,U,Congress votes to override President Obama's veto of the Justice Against Sponsors of Terrorism Act
3653,D,A commuter train crashes in Hoboken
3654,D,Tim Kaine and Mike Pence participate in the vice presidential debate at Longwood University.
3655,D,Hurricane Matthew strengthens to a Category Four storm as it approaches Florida.
3656,D,The Obama administration accuses the government of Russia of hacking the computer network of the Democratic National Committee.
3657,D,The Washington Post releases a 2005 videotape of Donald Trump making lewd comments to Access Hollywood host Billy Bush about a married woman and commenting on how he can grab women "by the pussy" without repercussions because he is "a star". The comments are met with reactions of disgust and disbelief from the media and mainstream Republicans
3658,U,Samsung announces an official discontinuation of the Samsung Galaxy Note 7 smartphone after reports of the phone overheating and combusting
3659,D,President Obama presents details of a human mission to the planet Mars.
3660,U,Chris Wallace hosts the final presidential debate at the University of Nevada
3661,U,A currently unknown attacker launches multiple distributed denial-of-service (DDos) attacks on networks operated by DNS provider Dyn
3662,D,Seven defendants
3663,D,FBI Director James Comey informs Congress that the bureau has chosen to reopen its investigation into Democratic presidential nominee Hillary Clinton's use of a private email server after discovering some emails that
3664,D,36-year-old Ryan Collins is sentenced to 18 months in prison after pleading guilty to the 2014 hacking and distributing of numerous celebrities' nude photos.
3665,D,Major League Baseball: In Game 7 of the World Series
3666,D,Doctor Strange
3667,U,The 2016 presidential election is held. Donald Trump is elected as the 45th president of the United States and Mike Pence is elected the 48th vice president
3668,U,Four states – California
3669,U,Faith Spotted Eagle becomes the first Native American to receive an electoral vote.
3670,U,The U.S. senate elects the most diverse cast yet. Catherine Cortez Masto becomes the first Latina senator
3671,U,In the 2016 Senate and House elections
3672,U,Anti-Trump protests are held in several cities across the nation over the next week after Trump's election win.
3673,D,John Kerry makes a trip to Antarctica
3674,D,Donald Trump agrees to pay a $25 million settlement to two class action lawsuits and a New York state civil lawsuit regarding his now defunct unlicensed Trump University.
3675,U,A school bus crashes in Chattanooga
3676,U,The state elections commission of Wisconsin agrees to a statewide recount of its ballots in the 2016 presidential election after requests by Green Party candidate Jill Stein and independent candidate Rocky De La Fuente.
3677,U,After multiple hearings
3678,D,Eleven people are hospitalized with injuries after 18-year-old Abdul Razak Ali Artan attacks students on the campus of Ohio State University with his car and a butcher knife before being fatally shot by police. An investigation later shows that Artan was inspired by terrorist propaganda from the Islamic State of Iraq and the Levant and radical Muslim cleric Anwar al-Awlaki.
3679,U,Donald Trump becomes the first US president or president-elect since 1979 to make direct contact with the president of Taiwan
3680,U,A fire at an Oakland
3681,U,The murder trial of white police officer Michael Slager in the 2015 shooting death of Walter Scott in South Carolina ends in a mistrial after a hung jury cannot reach a verdict
3682,U,John Glenn
3683,U,The CIA tells U.S. legislators that the United States Intelligence Community has "high confidence" that Russia conducted operations during the 2016 presidential election to assist Donald Trump in winning the presidency. Intelligence agencies have concluded that the Kremlin had orchestrated the Democratic National Committee cyber attacks. Both Democrats and Republicans in Congress call for a full-scale investigation. Trump writes off the report as "ridiculous".
